series,country,code,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015
GDP per capita (current US$),Qatar,QAT,27535.182940934,25870.7991864314,27226.6593510117,31602.470865136,41035.5008380177,53949.6764091147,62582.4453138755,65954.3419525051,80781.4039187792,60785.7351551657,77387.3267885308,103261.506539346,108470.378825036,103697.008372373,95840.6310094498,68985.2946961507
GDP per capita (current US$),Romania,ROU,1659.92904910528,1825.19299373184,2119.85509684554,2679.40626016154,3494.99056448955,4618.00350802913,5757.53127301178,8360.33775916596,10435.1561230787,8548.4543409242,8399.5374234284,9560.6755277458,8929.95366231474,9497.67411615237,10031.7710755404,8977.01748158196
GDP per capita (current US$),Russian Federation,RUS,1771.59411621094,2100.3525390625,2377.52954101563,2975.123046875,4102.36474609375,5323.455078125,6920.19970703125,9101.2392578125,11635.2841796875,8562.82421875,10674.990234375,14305.33203125,15401.8515625,15941.4482421875,14055.47265625,9277.7138671875
GDP per capita (current US$),Rwanda,RWA,251.86926386091,237.308846200901,234.043016755733,249.012274982252,269.540446333402,324.016863847189,356.995022901154,426.234183487629,528.326391755502,564.039095842449,593.624927744346,651.133677964662,706.817317494399,704.924190167572,724.957521209377,733.998585018273
GDP per capita (current US$),Samoa,WSM,1424.75240002471,1453.87021324606,1527.55790455937,1798.12429714048,2189.26042607992,2550.04221437511,2663.29135939532,3038.61904093377,3373.60639884263,3279.18269477295,3524.2479246203,3821.50678264479,3934.60320799981,4023.5254013825,3982.68080202084,4084.36083819933
GDP per capita (current US$),San Marino,SMR,37600.7077379601,39035.1034290445,41790.8432718184,52529.9093701059,58232.0176184948,59877.8005839737,63270.7780755157,70124.4634385624,75902.1320521765,62428.9943269418,56543.1898204098,55601.3929703047,47945.8991734281,50807.8289138024,51260.4938347125,43146.8240435428
GDP per capita (current US$),Sao Tome and Principe,STP,529.089383412262,518.88050130005,568.10257252271,663.696211810494,726.560882130444,844.169181884274,861.970707697664,878.885791918745,1081.8684584729,1128.28046213305,1045.20958234528,1219.80189089671,1210.79264672325,1382.5757842916,1489.67633417608,1298.10946596396
GDP per capita (current US$),Saudi Arabia,SAU,11714.5623675159,10805.311325122,10586.0543471363,11487.220410693,13154.4978989446,15975.7473782258,17563.6145370639,18596.1502627898,22320.4888964331,17718.3911648365,22028.3790215788,26966.2941648251,28348.5730107499,27290.1978052614,27079.6733871148,22453.571552265
GDP per capita (current US$),Senegal,SEN,603.233162455158,637.213530563724,669.430447319209,817.888034221442,918.102079522155,979.846101520171,1017.20196747987,1188.93877808175,1398.79218010021,1308.69404336205,1275.88357492357,1374.67591873844,1326.83798848379,1379.83196553924,1398.89137601382,1218.00613555438
GDP per capita (current US$),Serbia,SRB,974.725469278615,1812.42088281393,2390.73459447107,3153.9011312754,3597.08798057009,3807.97417321786,4492.7136699046,6081.08765700202,7376.73517910716,6414.0448463847,5970.92660940072,7082.2861666075,6263.04086072815,7040.41812068781,6886.67809068704,5820.3215576888
GDP per capita (current US$),Seychelles,SYC,8063.65500575169,8153.2986369879,8864.16919495467,9070.28460757013,10827.671636033,11802.1118276833,12782.9938926475,12669.3026687222,11265.4376270005,9747.09180546291,10934.79494629,12110.0937461973,12337.1554669388,14821.2921476077,15188.1902175113,15333.1051727105
GDP per capita (current US$),Sierra Leone,SLE,143.743743239644,358.31568592361,388.995136049853,413.817666037168,417.750034826993,462.633324427945,517.913366011018,578.648417351785,650.684422202761,624.898797932327,648.129229488008,718.161680687537,904.840762004552,1146.4163912665,1140.92742266148,945.148168480629
GDP per capita (current US$),Singapore,SGP,23852.8389514753,21699.7414868907,22159.8373710639,23730.3840054566,27608.080013423,29961.3172812732,33768.4528234651,39432.8860198877,40008.5720489092,38926.8054365453,47236.683084953,53891.4570264372,55547.5553077786,56967.4257940383,57564.8023114977,55645.6068614606
GDP per capita (current US$),Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,25528.412619483,26403.8143692163,27317.5178881974,28149.0997855041,28529.7324687053,37134.912423099,37839.6283815163
GDP per capita (current US$),Slovak Republic,SVK,5421.6448441887,5712.47802761654,6554.62808369461,8675.39633696465,10650.1290097126,11641.5410321763,13167.8954730379,16110.4817265237,18744.3192278346,16586.7527805228,16899.448680529,18469.4354316836,17516.9691054078,18312.7805149823,18770.9289896545,16442.0760860018
GDP per capita (current US$),Slovenia,SVN,10135.7219109212,10375.6255869861,11639.1297780477,14711.674874253,17103.8297783905,17969.7095907161,19563.005059144,23725.1596001515,27461.9764165315,24501.7897290425,23329.8417691156,24940.6284841605,22442.1417859955,23236.9655321695,24013.0682060959,20697.2748530619
GDP per capita (current US$),Solomon Islands,SLB,953.17190137706,911.791935385411,756.890296490792,895.989272661716,986.081904026618,1144.45758513252,1255.62589099975,1390.1569662696,1525.85092434029,1554.70723718073,1685.15499035363,1924.05277323978,2066.25352289833,2161.39573596215,2164.9442392168,2045.47889485251
GDP per capita (current US$),Somalia,SOM,386.119274401275,244.914842538455,229.598918310039,286.273025198975,375.410326225387,439.979907805478,457.996662206659,479.635628065289,507.03744334738,246.513251675105,219.202453852397,235.325945610434,350.261946720969,393.398704973003,429.431656017709,445.583078625015
GDP per capita (current US$),South Africa,ZAF,3217.84693448467,2847.15191945908,2688.23676032806,4062.21755993786,5221.46333731721,5836.87663325127,6077.38293388876,6591.85535960564,6184.75474328399,6374.70560042992,7973.47195771517,8646.05571071635,8076.97678479741,7331.65467384919,6856.73137092522,6112.27382485974
GDP per capita (current US$),South Sudan,SSD,0,0,0,0,0,0,0,0,1654.21153546555,1323.22068747862,1498.27034985194,1448.98435006408,1109.26050083408,1650.18943353528,1242.73450181032,1080.14718624765
GDP per capita (current US$),Spain,ESP,14743.2671031455,15368.2337984435,17111.0685058941,21522.0170990262,24925.0267844576,26450.9530130382,28421.686527407,32652.015594702,35603.248328071,32279.8208476151,30658.7422282912,31824.6219134777,28456.4438151477,29218.9105170888,29694.8874886229,25969.8383138327
GDP per capita (current US$),Sri Lanka,LKA,846.460813304966,803.544026627385,834.936014905338,946.382255128072,1028.62068132555,1207.21994764165,1389.50625583936,1578.63451125392,1973.58476901287,2026.65939950702,2808.36779237408,3224.95736331928,3327.77612404326,3740.61589348326,3971.91913148166,4060.13139670248
GDP per capita (current US$),St. Kitts and Nevis,KNA,9319.65545093525,10022.5919235637,10453.6587064313,10175.6295449989,10944.6183741768,11783.7867154145,13837.8495311219,14757.9579751035,16604.9448615905,16503.4119292794,16622.9457908577,17832.4572919975,17532.0559008608,18580.1301949935,20219.3954237956,20328.8003530109
GDP per capita (current US$),St. Lucia,LCA,5879.56191426207,5570.45247098106,5567.89428424719,6058.60622059326,6494.60034867886,6863.43641919345,7611.17856675319,7964.38211480117,8516.96075488787,8250.52180732734,8673.68720340529,9128.99442011613,9260.30006551714,9576.23463377087,10044.8218377677,10334.9225558425
GDP per capita (current US$),St. Martin (French part),MAF,0,0,0,0,0,0,0,0,0,0,0,20930.5821177758,0,0,20638.7705882379,0
GDP per capita (current US$),St. Vincent and the Grenadines,VCT,3768.95536604022,4071.08601098962,4303.27976789727,4499.61454193342,4873.48947742443,5157.39373878102,5744.8278621257,6398.19123532172,6598.90531450859,6463.78777336717,6551.96835992405,6527.68996854448,6713.80768643865,7072.46737188939,7168.82875342911,7353.73556054184
GDP per capita (current US$),Sudan,SDN,362.116882324219,451.293304443359,506.262634277344,580.320251464844,705.113342285156,905.543640136719,1132.474609375,1444.37219238281,1527.58239746094,1178.22180175781,1305.63598632813,1332.6572265625,1019.22210693359,1138.62780761719,1275.43835449219,1292.37963867188
GDP per capita (current US$),Suriname,SUR,1988.22172925433,1714.64846637242,2202.340682196,2516.10404020956,2887.7721728844,3453.42865937765,5002.65798695759,5530.17615638309,6576.08546307249,7129.5768626291,7943.60482816915,7949.88867218383,8851.24050668908,9043.19281529222,9108.18905406764,8813.61705392067
GDP per capita (current US$),Eswatini,SWZ,1668.9749133064,1467.5389023828,1351.86550182919,2060.18418135789,2581.24172793045,2945.36394872311,3035.06156119205,3180.86121498525,2999.82816920508,3239.7578007877,3992.95199562618,4312.34243414155,4347.99569336631,3910.0639762073,3740.69277623691,3393.53367834668
GDP per capita (current US$),Sweden,SWE,29632.7736101599,27259.4806735435,29957.9387652616,37292.4214343004,42758.2015503417,43378.6152117149,46531.6001120572,53568.5645523213,55817.4392710726,46707.8673215418,52542.8274141037,60379.7748160321,57749.8251328664,60844.2767113975,59583.7140001673,51197.9529341175
GDP per capita (current US$),Switzerland,CHE,38865.021939688,39638.7911061864,42458.7384679187,49335.7456291067,54659.4571488233,56242.8933645639,59011.0324592016,64989.1553256031,74175.1927898555,71568.3123885672,76531.3729407691,90476.7589651577,85836.2076767359,87304.3305813557,88724.9909402638,83806.4476003837
GDP per capita (current US$),Syrian Arab Republic,SYR,1138.1884854278,1186.82913474027,1183.2473451033,1220.179077256,1368.1148230028,1533.90166536568,1718.78347217338,1937.61138578027,2429.12477087189,2462.20193643202,2730.61477118949,2952.14349372257,1897.66115018696,985.892669227054,1060.59105886854,847.731631942565
GDP per capita (current US$),Tajikistan,TJK,136.925716400723,168.676285365186,186.951638285222,233.58124845289,305.745158587502,333.927150941684,401.018403316427,516.997210618914,703.327375898643,664.795655734657,737.338883219356,833.601978202852,952.452819695469,1028.19704279396,1081.54402932039,956.916310930656
GDP per capita (current US$),Tanzania,TZA,401.698150634766,396.638732910156,402.649047851563,422.18359375,450.385284423828,483.334869384766,475.746734619141,543.198303222656,675.977233886719,693.823547363281,736.530151367188,775.392761230469,861.969909667969,963.05712890625,1022.74841308594,939.127319335938
GDP per capita (current US$),Thailand,THA,2005.97694514234,1889.93432467144,2089.75183111554,2347.54001286066,2641.56268717857,2867.70383436062,3331.32043511773,3918.52817434581,4309.13509292986,4135.43986952819,4973.86288823778,5373.6232832898,5725.52802835463,6018.08244729255,5801.1978916205,5688.85335397884
